bat_speed,impact_height,ball_length,ball_line,timing,front_foot,shot_type
75.39,21.82,3.14,-35.57,0.9138,1,flick
84.71,80.93,5.44,51.08,0.6524,0,cut
75.42,13.5,5.221,4.23,0.3213,1,defensive
95.96,55.93,3.691,-61.06,0.6736,1,flick
67.87,38.06,2.739,22.9,0.4251,1,defensive
119.2,25.43,3.368,49.59,0.7855,1,cover_drive
106.68,68.86,6.3,-49.42,0.5163,0,pull
117.09,68.68,7.12,2.2,0.6107,0,pull
94.36,42.51,3.742,-61.07,0.7442,1,flick
93.06,39.74,3.278,34.13,0.6877,1,straight_drive
95.63,31.77,2.885,-2.16,0.739,1,straight_drive
100.44,37.61,3.624,-22.48,1.0,1,flick
99.04,44.73,5.263,55.94,0.7444,0,cut
78.72,41.51,3.628,-37.99,0.9557,1,flick
68.78,61.07,4.312,45.88,0.1442,1,defensive
76.69,42.94,2.343,0.21,0.8401,0,cover_drive
90.88,40.95,4.02,-17.54,0.6659,1,flick
98.37,69.13,6.365,-16.04,0.7952,0,pull
120.6,97.62,6.796,-35.11,0.8118,0,pull
89.94,65.14,2.015,-60.7,0.6455,1,flick
115.76,69.82,6.277,-13.91,0.8753,0,pull
93.97,70.84,7.337,-35.61,0.7421,0,pull
102.05,65.1,6.621,-37.87,0.7086,0,pull
69.03,77.68,5.834,87.53,0.7352,0,cut
91.36,43.81,6.485,-10.73,0.5537,0,pull
96.57,42.35,2.882,2.6,0.7464,1,straight_drive
98.07,52.91,3.566,11.15,0.8667,1,straight_drive
90.28,65.96,3.037,-27.14,0.6092,1,flick
91.01,30.07,6.541,59.24,0.6447,0,defensive
81.21,90.16,5.904,99.26,0.7244,1,cut
96.3,45.45,2.76,51.4,0.7162,1,cover_drive
104.47,53.09,7.268,-11.12,0.4767,0,pull
116.29,36.79,5.284,-39.38,0.4892,0,flick
82.17,27.88,3.338,51.94,1.0,1,cover_drive
96.72,17.51,3.34,62.45,0.843,1,cover_drive
88.95,35.91,3.842,-51.26,0.7092,0,flick
58.15,54.4,4.833,-28.37,0.3875,1,defensive
98.91,47.97,3.398,38.51,0.7848,1,straight_drive
62.71,23.14,1.906,-6.51,0.6013,1,defensive
89.62,57.03,6.526,65.37,0.7264,0,cut
75.68,43.64,3.394,-5.96,0.3223,1,defensive
78.06,27.49,4.868,28.87,0.3251,1,defensive
110.11,23.18,2.935,74.41,0.7511,1,cover_drive
81.56,55.72,3.127,-42.3,0.7252,1,flick
91.31,83.5,7.175,5.77,0.4611,0,pull
101.5,22.79,3.509,-52.94,0.5989,1,flick
97.69,62.6,3.423,59.85,0.6745,0,cover_drive
105.46,37.09,3.12,41.49,0.6974,1,straight_drive
94.48,81.73,6.807,21.4,0.8259,0,pull
105.82,25.34,4.779,10.65,0.5858,1,defensive
71.15,62.43,6.925,77.9,0.7339,0,cut
82.22,63.54,2.815,-51.19,0.6627,1,flick
63.82,35.14,3.745,-2.11,0.4393,1,defensive
38.12,28.72,6.618,-12.3,0.4001,1,defensive
106.36,29.53,2.982,87.89,0.7574,1,cover_drive
103.98,19.5,3.139,30.49,0.761,1,cover_drive
77.87,71.49,6.857,58.75,0.8983,0,cut
89.88,18.89,2.636,51.5,0.7864,1,cover_drive
117.19,39.24,6.708,22.29,0.6137,0,pull
106.11,12.98,3.713,30.48,0.6713,1,straight_drive
95.99,8.43,2.349,38.12,0.8829,1,cover_drive
112.25,12.73,3.815,12.81,0.6884,1,straight_drive
103.32,81.41,6.616,58.22,0.81,0,cut
84.07,79.59,5.7,72.47,0.7274,0,cut
93.3,94.23,5.602,-32.85,0.5847,0,pull
103.94,13.68,2.998,75.18,0.662,1,cover_drive
93.12,83.56,5.05,74.76,0.6017,0,cut
104.38,70.98,6.484,-11.34,0.8128,0,pull
92.13,48.59,3.427,28.96,0.9512,1,cover_drive
97.71,28.75,3.257,1.92,0.9404,1,straight_drive
79.4,49.3,3.24,-30.01,0.898,1,flick
69.84,46.04,4.232,18.06,0.4538,1,defensive
75.07,55.2,3.183,45.3,1.0,1,cover_drive
88.45,35.04,3.939,45.71,0.7283,1,cover_drive
78.14,34.71,3.505,37.2,0.6152,1,cover_drive
90.23,51.9,3.796,-22.65,0.6799,0,flick
101.1,64.1,3.627,-45.88,0.8586,1,flick
102.95,95.66,5.678,2.6,0.8635,0,pull
99.46,53.2,3.207,69.98,0.7452,1,cover_drive
92.54,36.23,3.766,-35.91,0.7242,1,flick
91.53,40.87,3.668,-27.42,0.7576,1,flick
92.57,66.4,6.563,101.58,1.0,0,cut
89.58,42.26,2.066,21.79,0.5398,1,straight_drive
58.09,52.23,3.975,6.75,0.3854,0,defensive
104.73,75.14,7.227,9.3,0.7741,0,pull
82.59,94.86,6.842,66.94,1.0,0,cut
83.67,42.6,3.103,18.49,0.8891,1,straight_drive
68.37,47.12,3.291,-45.79,0.6397,0,flick
74.85,57.49,6.692,-21.65,0.5606,1,pull
104.0,41.91,2.557,60.13,0.8271,1,cover_drive
92.84,64.39,6.613,73.94,0.6216,0,cut
82.62,66.75,3.473,29.7,0.5623,1,defensive
81.53,56.06,3.089,-15.79,0.8364,1,flick
91.87,41.79,3.272,28.59,0.8635,1,straight_drive
94.75,75.75,6.777,46.93,0.5551,0,pull
87.01,70.21,3.784,-31.8,0.7532,0,flick
76.62,8.22,4.817,17.6,0.4912,0,defensive
73.48,64.14,5.535,72.36,0.9051,0,cut
102.35,36.35,2.825,-14.04,0.736,1,straight_drive
79.61,50.2,5.466,-2.43,0.3394,1,defensive
73.51,34.27,3.349,-27.69,0.8806,0,flick
68.63,59.41,4.061,-9.84,0.6017,1,defensive
71.75,23.84,2.444,15.3,0.6165,0,straight_drive
99.83,35.01,2.529,-0.64,0.5351,1,straight_drive
102.31,17.99,3.683,93.49,0.7983,1,cover_drive
80.11,57.43,3.241,26.76,0.7833,1,straight_drive
87.44,73.11,6.637,36.16,0.5328,0,pull
65.57,30.59,5.456,32.2,0.611,1,defensive
85.93,56.39,4.963,37.32,0.7957,0,cut
108.3,88.35,6.317,-15.96,0.6327,0,pull
79.03,7.71,3.442,-42.95,0.8277,1,flick
94.33,28.79,2.273,31.53,0.5976,1,straight_drive
90.59,52.61,3.686,68.75,0.6588,1,cover_drive
100.46,56.67,2.547,28.43,0.6223,1,straight_drive
101.26,49.01,6.358,-34.12,0.3643,0,pull
81.34,63.0,2.896,37.62,0.7697,1,straight_drive
83.28,31.94,3.352,36.7,0.7297,0,cover_drive
96.64,36.38,3.056,60.41,0.6533,1,cover_drive
73.11,30.24,2.798,43.67,0.9908,1,straight_drive
77.81,83.43,5.887,65.07,0.7742,0,cut
84.72,58.91,2.726,5.27,0.6277,1,straight_drive
73.59,63.58,3.94,-28.81,0.9382,0,flick
95.37,47.16,5.709,-32.53,0.7338,0,defensive
84.08,48.68,4.776,12.07,0.7234,1,defensive
72.99,74.18,3.825,23.57,0.4253,1,defensive
82.04,0.0,5.36,-30.73,0.5083,1,defensive
105.48,24.22,2.709,-2.98,0.7084,1,straight_drive
92.15,56.89,7.471,-1.88,0.5104,0,pull
94.05,73.53,6.694,-12.56,0.5544,0,pull
89.13,51.19,3.336,4.94,0.6732,1,straight_drive
66.23,51.16,3.495,-25.34,0.8058,1,defensive
117.55,45.28,2.74,37.21,0.766,1,straight_drive
93.3,60.81,3.477,-34.94,0.9529,1,flick
116.04,38.02,5.404,6.82,0.5353,1,defensive
98.39,36.49,3.828,-41.79,0.7736,0,flick
96.94,27.25,4.362,-64.03,0.7202,0,flick
74.45,41.19,2.575,-12.41,0.6058,0,straight_drive
97.17,42.78,3.306,67.95,0.5291,1,cover_drive
83.43,43.13,5.598,-63.98,0.4852,0,pull
87.38,20.62,3.178,20.55,0.696,1,straight_drive
82.54,30.61,3.955,8.99,0.3613,1,defensive
64.76,46.94,4.814,-16.7,0.5545,0,defensive
72.63,78.22,3.816,-56.18,0.5555,1,flick
89.02,54.6,4.81,15.92,0.4652,1,defensive
97.17,39.42,2.481,-5.81,0.563,1,straight_drive
80.35,56.12,3.028,-66.15,0.5107,1,flick
88.91,35.28,3.86,-39.41,0.7685,1,flick
62.9,43.11,3.576,-25.59,0.3985,1,defensive
93.04,39.63,4.708,-21.01,0.5708,1,flick
82.22,44.07,3.639,86.32,0.8113,1,cover_drive
89.94,20.6,3.675,23.95,0.5876,1,straight_drive
55.7,40.91,3.823,1.9,0.3974,1,defensive
100.41,34.69,2.888,0.3,0.9863,1,straight_drive
72.99,23.68,6.674,10.12,0.3411,1,defensive
108.37,32.55,3.333,33.28,0.5455,1,cover_drive
94.79,39.68,5.918,31.2,0.9588,1,cut
88.24,104.23,6.409,40.7,0.7506,0,cut
98.14,29.91,3.805,56.73,0.6727,1,cover_drive
116.78,26.19,6.734,-36.49,0.7868,0,pull
75.99,32.91,3.669,-54.0,0.8042,1,flick
89.62,46.91,3.8,-24.42,0.8348,0,flick
111.8,47.33,3.702,20.61,0.8446,1,straight_drive
66.9,35.57,3.883,-34.91,0.7298,0,flick
100.87,53.87,5.909,7.75,0.921,0,pull
86.42,55.98,3.563,-36.52,0.7233,0,flick
97.35,38.48,2.208,70.59,0.5136,1,cover_drive
86.56,63.27,6.447,32.69,0.6553,0,cut
82.74,47.83,5.973,46.12,0.6949,0,cut
108.36,29.97,3.446,29.82,0.6929,1,cover_drive
107.47,31.88,4.316,-59.11,0.6572,1,flick
59.78,45.54,4.864,15.58,0.8297,0,defensive
115.25,41.44,3.348,35.74,0.7826,1,straight_drive
104.15,43.53,2.337,71.1,0.8142,1,straight_drive
98.87,90.7,5.537,0.01,0.9429,0,pull
79.44,49.95,3.361,-39.38,1.0,1,flick
104.65,61.28,5.848,-14.79,0.8061,0,pull
97.44,50.27,3.143,70.48,0.6493,0,cover_drive
98.6,57.8,5.545,14.72,0.4956,0,pull
100.41,51.94,3.686,-32.41,0.8914,1,flick
86.22,43.38,3.565,53.99,0.718,1,cover_drive
69.33,33.82,2.88,68.51,0.8257,0,cover_drive
91.85,37.47,3.095,-11.0,0.8591,1,straight_drive
97.8,28.79,3.957,-29.31,0.7459,0,flick
95.62,38.45,3.1,1.67,0.782,1,straight_drive
101.55,56.61,2.544,12.08,0.929,1,straight_drive
97.55,43.25,3.336,7.62,0.7957,1,straight_drive
91.24,41.75,5.143,-9.1,0.4396,1,defensive
86.45,35.18,2.64,15.64,0.7064,1,straight_drive
103.14,39.38,2.805,86.51,0.912,1,cover_drive
77.85,44.97,3.948,10.03,0.7271,1,defensive
96.04,63.04,3.56,-59.38,0.9132,0,flick
97.81,64.19,5.943,66.39,0.7878,0,cut
105.14,74.84,6.74,-35.97,0.5539,0,pull
106.86,71.5,7.316,-4.48,0.7044,1,pull
93.83,50.31,1.924,7.6,0.5986,1,straight_drive
81.25,37.16,2.691,22.66,1.0,1,cover_drive
91.95,64.76,3.986,-5.41,0.6258,1,straight_drive
66.99,63.34,3.949,-39.35,0.5358,1,flick
88.95,68.05,5.271,4.4,0.5039,0,defensive
78.93,37.16,3.445,-51.5,0.4416,0,flick
78.12,4.3,2.481,73.6,0.4945,1,defensive
80.43,49.94,3.724,62.78,0.5641,1,cover_drive
105.51,76.75,7.267,53.14,0.9003,0,cut
51.8,56.32,4.583,31.4,0.3943,1,defensive
102.47,62.39,4.524,-11.02,0.523,1,defensive
81.56,36.38,3.243,-47.84,0.7952,1,flick
88.17,52.82,7.16,-20.27,1.0,0,pull
90.98,45.65,3.065,-34.07,0.7716,1,flick
85.67,38.56,1.669,24.58,0.5317,1,straight_drive
102.04,27.27,2.704,10.92,0.9608,1,straight_drive
93.21,37.13,3.69,47.53,0.7856,1,cover_drive
96.6,39.07,2.995,29.72,0.7366,1,straight_drive
83.37,74.95,4.392,-63.02,0.7166,1,flick
77.28,57.8,3.539,31.43,0.4824,1,defensive
116.42,26.68,2.331,59.89,0.7536,1,cover_drive
109.61,33.25,3.354,53.75,0.8776,1,cover_drive
94.87,34.79,4.913,91.73,0.69,1,defensive
95.9,36.3,5.169,17.24,0.4699,1,defensive
105.53,86.86,6.169,64.95,0.5705,1,cut
75.8,32.78,3.549,53.51,0.7001,1,straight_drive
88.77,43.79,3.262,-53.02,0.6689,0,flick
89.66,53.44,3.06,46.97,0.8004,1,cover_drive
92.19,47.2,4.313,-70.2,0.6417,0,flick
93.8,61.98,3.555,22.45,0.818,1,straight_drive
81.76,63.56,2.581,25.44,0.6627,1,defensive
52.93,35.3,3.478,18.26,0.7551,1,defensive
65.56,48.54,5.502,-22.36,0.9373,1,defensive
73.81,40.27,5.736,17.96,0.5788,0,defensive
106.42,20.48,3.341,-39.35,0.6351,1,flick
64.84,0.0,3.387,52.34,0.6445,1,defensive
109.8,48.85,3.261,3.91,0.5802,1,straight_drive
104.21,37.28,3.125,27.33,0.7998,1,straight_drive
100.61,75.06,5.89,77.93,0.7613,0,cut
102.46,94.53,7.077,-14.8,0.9457,0,pull
86.45,50.29,7.382,-26.64,0.9144,0,pull
99.35,40.13,3.226,69.79,0.9721,1,cover_drive
101.62,74.37,6.528,-18.55,0.6685,0,pull
106.06,31.71,3.316,57.82,0.8288,1,cover_drive
102.54,32.8,2.327,25.65,0.8625,1,straight_drive
98.14,71.9,6.344,-2.98,0.5574,1,pull
93.09,36.33,2.52,34.38,0.9799,1,cover_drive
85.6,57.35,4.922,132.29,0.8195,0,cut
82.07,42.97,1.938,46.64,0.8094,1,straight_drive
74.27,44.66,4.061,-64.52,0.8185,0,flick
89.21,58.21,4.277,-67.22,0.7818,1,flick
86.3,52.37,4.324,-41.37,0.7403,0,flick
75.93,75.2,3.408,-54.53,0.6954,1,flick
89.6,41.55,3.913,-67.71,0.7031,0,flick
91.97,30.6,3.487,45.41,0.3156,1,defensive
96.73,47.38,1.822,36.09,0.7377,1,straight_drive
105.17,49.48,3.936,-76.5,0.7271,1,flick
96.17,33.76,3.52,48.76,0.7771,1,cover_drive
87.77,34.3,2.772,-34.59,0.6827,1,flick
93.31,31.29,2.385,23.73,0.456,1,straight_drive
68.27,33.68,4.679,54.44,0.4259,0,defensive
91.24,51.76,3.508,32.01,0.9434,1,straight_drive
78.39,48.12,3.746,-54.37,0.6732,1,flick
82.56,66.43,5.578,-52.4,0.7131,0,pull
102.49,13.31,3.394,93.89,0.9059,0,cover_drive
56.2,35.0,4.584,26.24,0.5948,0,defensive
86.04,19.94,2.967,17.08,0.6906,1,straight_drive
89.58,46.98,2.684,-10.44,0.8225,1,straight_drive
84.16,48.01,3.208,74.52,0.7742,1,cover_drive
82.68,37.05,3.285,5.26,0.7069,1,straight_drive
81.51,55.02,2.961,-52.78,0.6519,1,flick
97.21,90.9,7.347,-1.31,0.7516,1,pull
101.36,75.08,7.523,-14.97,0.7862,0,pull
94.07,37.84,3.667,-78.97,0.6733,1,flick
99.35,27.85,3.172,70.0,0.9661,1,cover_drive
54.27,45.19,5.623,3.56,0.2221,1,defensive
81.53,32.05,4.187,-50.99,0.5508,0,flick
92.54,40.04,3.15,-0.65,0.8857,1,straight_drive
92.66,53.49,6.421,96.6,0.5902,0,cut
77.69,41.76,3.383,59.78,0.5859,1,cover_drive
108.37,62.14,6.87,23.9,0.5915,0,pull
101.5,32.76,2.991,-52.87,0.7302,1,flick
82.37,53.85,4.671,-22.44,0.8217,1,flick
84.91,67.44,6.968,63.53,0.6812,0,cut
91.23,15.54,2.731,-4.67,0.899,1,straight_drive
81.29,34.98,4.395,-62.48,0.698,1,flick
87.33,51.23,3.547,-61.11,0.6828,0,flick
89.39,61.93,3.999,-69.9,0.7206,0,flick
92.85,60.95,7.217,98.33,0.8681,1,cut
86.39,55.27,3.011,22.67,0.6204,1,straight_drive
87.02,73.46,5.808,-44.15,0.5693,1,pull
89.06,39.03,3.605,17.86,0.6854,1,cover_drive
105.28,74.02,6.311,6.87,0.7337,0,pull
89.45,40.93,2.998,41.12,0.9175,1,cover_drive
79.67,39.52,3.382,17.29,0.636,1,straight_drive
100.98,41.62,3.894,-34.79,0.6201,0,flick
96.34,46.04,2.27,36.45,0.7107,1,straight_drive
87.06,67.65,5.475,5.11,0.9003,0,pull
92.25,25.0,3.764,83.7,0.6545,1,cover_drive
99.27,27.71,3.176,21.03,0.9424,0,straight_drive
87.18,42.41,3.44,50.87,0.6946,1,cover_drive
106.28,78.86,6.753,6.5,0.6809,1,pull
87.9,57.75,4.928,-9.71,0.5185,1,flick
88.94,43.46,4.788,-58.99,0.6015,1,flick
79.67,65.57,6.328,67.01,0.6349,0,cut
83.22,28.26,2.816,60.98,0.7918,1,cover_drive
71.6,31.99,3.903,-8.04,0.5282,1,defensive
107.52,26.42,3.526,68.8,0.7115,1,cover_drive
87.42,59.36,6.184,62.33,0.7255,1,cut
87.52,73.08,6.519,53.99,0.4989,0,pull
78.32,26.49,3.325,-77.09,0.6167,0,flick
81.25,37.89,3.384,-7.52,0.4818,1,defensive
77.85,50.89,6.773,69.52,0.6717,0,cut
97.64,40.4,3.308,43.47,0.644,1,cover_drive
73.8,45.55,4.52,-44.39,0.7841,1,flick
125.51,30.65,4.02,-29.68,0.6771,0,flick
84.17,48.29,6.859,-20.61,0.6478,0,pull
89.7,24.79,4.122,-58.32,0.7433,0,flick
100.34,23.06,2.838,-67.26,0.1757,1,flick
97.57,51.17,6.092,38.04,0.8605,0,cut
69.75,36.94,2.806,-30.82,0.4652,0,defensive
71.71,78.59,3.766,-9.1,0.6201,0,flick
102.78,35.3,2.767,73.18,0.7308,1,cover_drive
81.94,42.78,2.36,-26.54,0.2503,1,defensive
88.29,21.21,2.498,78.93,0.8181,1,cover_drive
90.6,45.87,6.471,12.71,0.9787,0,pull
82.2,80.78,6.531,40.03,0.7256,0,pull
78.53,62.52,4.614,72.46,0.8533,0,cut
68.72,65.68,4.009,36.9,0.5116,1,defensive
106.16,33.19,3.081,-10.13,0.8731,1,straight_drive
77.88,70.1,4.294,-81.03,0.8323,1,flick
83.92,40.22,4.498,-74.55,1.0,0,flick
86.43,88.94,5.509,76.96,0.4545,0,cut
79.79,29.79,4.389,-25.55,0.3374,0,defensive
80.43,67.88,7.138,75.87,0.616,1,cut
73.98,46.24,3.051,25.58,0.5908,1,defensive
94.43,44.27,6.943,85.06,0.6348,0,cut
92.9,69.12,2.722,-3.89,0.7987,1,straight_drive
75.09,45.52,4.606,79.98,0.9217,1,cover_drive
112.81,45.12,3.917,-54.92,0.6627,1,defensive
93.44,71.48,4.789,77.98,0.8906,0,cut
115.28,52.38,6.697,1.31,0.7207,0,pull
85.66,66.76,6.633,-12.13,0.7347,0,pull
72.45,73.17,5.879,-55.39,0.6873,0,pull
48.99,33.19,3.946,-3.9,0.4847,1,defensive
71.66,68.09,7.36,-2.4,0.7641,0,pull
72.26,21.62,5.513,88.28,0.1188,0,defensive
99.42,61.79,6.514,49.19,0.5943,0,cut
97.97,64.31,3.723,-32.86,0.9796,1,flick
104.18,48.37,3.174,18.77,0.6248,1,straight_drive
86.12,52.93,3.662,-51.44,0.7959,1,flick
68.38,32.62,4.472,-14.32,0.8093,0,defensive
78.77,27.72,3.924,-27.32,0.9245,1,defensive
110.68,123.2,7.316,-6.72,0.6601,0,pull
73.39,31.77,4.151,-12.78,0.6104,0,defensive
77.94,20.82,3.183,42.61,0.8574,1,cover_drive
75.84,34.04,5.146,64.46,0.7416,0,cut
100.92,89.47,7.465,-1.11,0.7312,0,pull
123.37,79.36,5.823,-6.76,0.5829,0,pull
54.26,23.33,4.771,0.5,0.5617,1,defensive
98.11,81.29,7.438,18.63,0.6768,0,pull
94.94,57.36,3.103,34.35,0.8566,1,straight_drive
84.68,52.73,3.317,48.68,0.6232,1,cover_drive
99.93,41.19,3.942,-60.25,0.8268,0,flick
83.9,38.79,3.607,1.64,0.8311,1,straight_drive
103.11,43.13,4.18,-12.48,0.5911,1,flick
83.61,57.55,6.995,-8.95,0.8201,0,pull
88.01,46.13,3.853,-73.54,0.9297,1,flick
71.55,50.13,3.66,15.64,0.7062,1,straight_drive
94.61,32.46,3.932,-37.7,0.5757,1,flick
82.13,52.22,1.741,45.6,0.9965,1,cover_drive
100.84,37.48,3.266,-1.81,0.7203,1,straight_drive
90.55,76.19,5.717,105.04,0.8624,0,cut
96.55,48.56,2.525,71.51,0.5833,1,cover_drive
99.47,62.35,3.951,-32.4,0.787,1,flick
98.76,43.57,2.621,4.59,0.7627,1,straight_drive
100.86,24.65,3.185,36.17,0.6907,1,cover_drive
100.45,91.61,8.058,-11.07,0.4983,0,pull
101.8,65.99,6.093,-10.39,0.7993,0,pull
100.73,84.82,6.08,-13.12,0.8054,0,pull
86.11,71.61,6.338,-31.32,0.3754,0,pull
112.31,49.78,6.151,32.7,0.9356,0,pull
106.62,44.73,6.181,-15.72,0.549,1,pull
99.02,64.37,6.373,19.71,0.585,0,pull
76.9,61.66,4.44,-57.9,0.2378,1,flick
66.58,33.84,2.952,38.21,0.3451,0,defensive
89.78,85.94,6.821,9.56,0.6638,1,pull
97.17,30.06,3.88,-11.57,0.7667,1,straight_drive
102.38,33.95,3.236,37.05,0.981,1,cover_drive
87.35,70.98,6.544,40.5,0.7693,1,pull
94.03,18.73,2.563,46.45,0.8444,1,cover_drive
89.4,40.27,3.441,102.2,0.7603,1,cover_drive
92.45,57.17,4.095,-32.5,0.7757,0,flick
77.39,49.41,3.402,-25.74,0.3815,0,defensive
70.43,47.41,4.165,-38.53,0.4022,1,flick
79.02,46.79,3.886,17.85,0.7944,1,straight_drive
106.95,76.35,6.364,6.91,0.6848,0,pull
93.34,48.77,2.707,11.03,0.7168,1,straight_drive
81.57,43.87,4.644,-65.12,0.7466,1,flick
98.11,79.07,5.584,72.44,0.7252,0,cut
105.21,37.3,2.788,9.47,0.7459,1,straight_drive
115.11,64.94,6.667,17.62,0.6229,1,pull
85.89,71.6,3.848,2.63,0.9024,1,straight_drive
95.15,33.04,2.17,-39.29,0.4679,1,straight_drive
86.37,31.92,3.483,25.63,0.9039,1,cover_drive
114.97,37.68,3.439,66.77,0.5929,1,cover_drive
98.28,51.58,3.156,74.4,0.5951,1,cover_drive
99.59,23.94,3.343,38.03,0.6411,1,straight_drive
78.66,46.45,2.972,-12.53,0.9133,1,straight_drive
78.98,13.27,3.583,54.96,0.8046,1,cover_drive
84.93,58.49,3.244,50.57,0.9031,1,straight_drive
61.08,43.98,2.564,24.0,0.7399,1,defensive
73.27,45.14,3.487,60.93,0.5744,1,defensive
101.35,40.43,4.111,87.24,0.8481,1,cover_drive
98.79,13.96,3.618,-25.22,0.9421,1,flick
83.88,51.79,3.735,-48.66,0.8632,0,flick
120.09,72.29,6.675,-15.19,0.6801,0,pull
111.45,26.52,4.394,-10.93,0.6134,1,flick
85.77,43.27,4.262,-41.81,0.8707,0,flick
69.6,53.37,3.092,20.38,0.5248,1,straight_drive
87.42,88.47,7.359,68.41,0.8262,0,cut
101.91,52.17,5.181,82.12,0.7284,0,cut
96.71,46.73,2.218,21.74,0.8192,1,straight_drive
103.36,98.04,5.288,50.02,1.0,0,cut
89.0,82.24,5.655,82.97,0.6919,0,cut
88.8,52.83,3.797,2.91,0.5971,0,defensive
108.99,65.27,5.947,24.33,0.6652,0,pull
93.08,24.86,3.336,4.66,0.7609,1,straight_drive
105.13,37.2,2.64,-8.62,0.8501,1,straight_drive
100.93,82.05,7.745,-31.75,0.5167,0,pull
91.29,61.65,3.99,-66.06,0.8689,0,flick
70.79,28.33,4.649,31.24,0.9165,0,defensive
103.91,64.62,6.226,67.5,0.8749,0,cut
103.4,40.89,2.527,21.64,0.8827,1,cover_drive
76.74,53.1,3.19,-4.6,0.3505,1,defensive
103.75,93.69,6.088,-19.79,0.873,1,pull
87.04,48.74,2.263,52.43,0.3068,0,defensive
86.34,30.1,2.73,62.18,0.8201,1,cover_drive
90.73,25.98,3.536,80.33,0.7655,1,cover_drive
104.96,20.36,2.849,46.17,0.792,1,cover_drive
97.02,40.04,2.969,18.13,0.8127,1,cover_drive
76.73,47.66,3.979,34.79,0.5645,1,defensive
97.49,25.88,2.786,76.47,0.8379,1,cover_drive
82.59,72.76,3.034,-43.86,0.7787,1,flick
84.97,67.38,3.447,-29.89,0.5591,1,flick
93.04,55.28,5.398,89.84,0.9879,0,cut
86.52,72.06,6.579,56.89,0.6852,1,cut
89.71,76.65,4.799,46.56,0.6815,0,cut
87.34,56.14,4.163,-52.26,0.766,0,flick
85.81,35.06,3.549,-81.55,0.8691,1,flick
96.79,51.45,3.708,59.23,0.6368,1,cover_drive
99.25,69.01,3.926,-54.14,0.686,1,flick
88.28,70.28,3.984,-43.14,0.7586,1,flick
75.55,87.23,4.623,68.16,0.9193,0,cut
90.0,47.94,3.23,6.4,0.7329,1,straight_drive
103.35,34.98,3.337,82.06,0.7622,1,cover_drive
88.52,84.33,5.871,-36.57,0.5094,1,pull
108.08,52.04,3.092,12.06,0.5598,0,straight_drive
93.05,22.2,3.481,28.34,0.8264,1,straight_drive
95.28,52.6,6.25,25.74,0.8501,0,cut
93.93,56.24,4.98,71.74,0.6793,0,cut
91.77,60.82,6.818,90.56,0.8392,0,cut
93.24,25.59,2.861,27.12,0.7158,1,straight_drive
90.42,72.21,6.187,62.2,0.6746,0,cut
106.35,84.68,6.109,67.94,0.8883,0,cut
91.48,65.92,5.777,38.01,0.5746,0,cut
97.53,16.21,4.475,-49.17,0.51,1,flick
98.62,27.8,3.395,52.36,0.7415,1,cover_drive
75.2,57.91,3.035,-61.81,0.7343,1,flick
92.77,31.32,3.812,47.95,0.5128,1,defensive
92.46,35.12,2.498,23.16,0.5604,1,straight_drive
88.11,55.88,5.897,19.11,0.854,0,cut
108.58,46.31,3.806,-43.73,0.8737,1,flick
76.24,48.77,5.288,12.07,0.8183,0,defensive
98.43,21.21,3.057,39.84,0.8454,1,straight_drive
110.77,75.78,5.358,56.48,0.8188,1,cut
107.11,41.99,2.55,-36.13,0.5205,1,flick
91.1,28.77,3.415,-16.38,0.434,1,straight_drive
86.14,28.71,3.575,27.82,0.696,1,straight_drive
108.94,51.79,6.68,79.06,0.5977,0,cut
104.19,76.37,7.613,-12.65,0.6811,0,pull
57.87,28.96,5.089,13.47,0.5072,0,defensive
98.1,64.68,6.299,20.35,0.7061,0,pull
87.28,54.15,5.626,38.02,0.5548,1,cut
113.21,5.59,3.316,91.84,0.7518,1,cover_drive
74.08,65.64,4.524,62.53,0.7599,0,cut
81.93,41.88,6.115,53.62,0.8571,0,cut
101.11,35.69,3.23,-30.1,0.6449,0,flick
96.78,75.55,7.279,-32.52,0.8314,0,pull
100.63,65.17,8.013,-14.17,0.6325,0,pull
105.43,31.47,3.009,14.3,0.8153,1,straight_drive
75.48,33.9,2.392,22.06,0.804,1,straight_drive
93.51,36.06,2.936,26.4,0.6797,1,straight_drive
74.96,46.39,3.543,34.92,0.4881,1,defensive
100.98,55.66,6.721,-26.53,0.6269,0,pull
123.66,63.06,6.008,85.07,0.615,1,cut
108.96,37.9,2.776,6.57,0.8983,1,straight_drive
96.38,18.43,2.354,4.87,0.8287,1,straight_drive
87.9,65.69,6.021,-32.93,0.842,0,pull
97.77,54.48,3.349,-49.54,0.5426,0,flick
99.12,57.45,5.133,36.39,0.6874,0,cut
114.16,48.18,2.91,-7.11,0.9043,1,straight_drive
77.26,71.03,5.644,105.27,0.587,0,cut
97.29,28.61,3.283,20.93,0.5381,0,defensive
95.92,26.3,2.885,29.54,0.7261,1,cover_drive
102.4,79.07,6.309,91.41,0.8207,1,cut
96.28,57.86,3.086,73.11,0.9525,1,cover_drive
102.33,44.89,2.847,34.54,0.8386,1,straight_drive
91.63,51.36,3.424,-24.51,0.6734,0,flick
99.28,39.48,2.676,80.3,0.6376,1,cover_drive
102.89,31.29,2.599,-12.75,0.9257,1,straight_drive
98.88,45.75,3.112,35.26,0.7705,1,cover_drive
96.98,43.65,4.145,-6.78,0.648,0,flick
